call_number,category,date_acquired,title,id,author,correction_date,correction_source
DS524 .M72 1872,"China, South Asia, & East Asia",,"Voyage dans les royaumes de Siam, de Cambodge, de Laos, et autres parties centrales de l'Indo-Chine: relation extraite du journal et de la correspondance de l'auteur",,,,
DS327 .I532 Non-circulating,Central Asia & Siberia,2012-04-18T00:00:00.000000,Information bulletin /,,,,
PJ2199 .S43 2006,Egypt & North Africa,,Papyrus British Museum 10808 and its cultural and religious setting,,,,
GT2850 .T34 1973,Cross-Cultural Studies & Other,,Food in history,,,,
PK6065 .I73 1977,Ancient Western Asia,,"Iranisches Personennamenbuch, Bd",,,,
NK5750.2.C62 N677 2016,"China, South Asia, & East Asia",,丝绸之路与玉文化研究= The research of Silk Road and jade culture,,,,
PJ5421 .K57 2013,Ancient Western Asia,,The new Syriac primer = Leshana Suryaya metul yalufa sharuya,,,,
DS338 .A84 1981 Non-circulating,"China, South Asia, & East Asia",2009-06-15T00:00:00.000000,South Asian archaeology 1981 :,,,,
GN58.I5 R37 1972,Ancient Western Asia,,"A study of the physical characteristics of the ancient inhabitants of Hasanlu, Iran",,,,
PJ1135 .A45 2014,Egypt & North Africa,,Middle Egyptian: an introduction to the language and culture of hieroglyphs,,,,
DS749.3 .S3 1967,"China, South Asia, & East Asia",,The vermilion bird : T'ang images of the South,,,,
DR296.C6 C36 1967,European and Classical Antiquity,,The Archaeological Museum of Constantza,,,,
DK509.3 .K75 1949,The Caucasus & The Western Steppe,,Бессарабский клад,,,,
Z3102.5 .W467 2015,"China, South Asia, & East Asia",,文字與解釋:學術交流會論文集,,,,
B128.H494 S86 2002,"China, South Asia, & East Asia",,《鶡冠子》硏究,,,,
DK511.C2 A678 2016,The Caucasus & The Western Steppe,,"VI ""Анфимовские чтения"" по археологии Западного Кавказа: Культурные взаимодействия народов Западного Кавказа в древности и средневековье",,,,
N7292 .A788 2005,Central Asia & Siberia,,"L'art d'Afghanistan de la préhistoire à nos jours: nouvelles données : actes d'une journée d'étude, UNESCO, 11 mars 2005",,,,
DS278 .M43 2010,Ancient Western Asia,,"Древний Иран накануне империй, IX-VI вв",,,,
PJ4053.H6 S54 1984,Ancient Western Asia,,"Neo-Sumerian account texts in the Horn Archaeological Museum, v",,,,
DS110.C15 L66 1985,Ancient Western Asia,,Recovering Capharnaum,,,,
DK34.S4 P36 1995,The Caucasus & The Western Steppe,,Памятники Евразии скифо-сарматской эпохи,,,,
DS54.3 .P63 2012,Ancient Western Asia,,PoCA (Postgraduate Cypriot Archaeology) 2012,,,,
BS1830.G4 A7 1956,Ancient Western Asia,,"‏מגילהחיצוניתלבראשיתממגילותמדבריהודה:‏ ‏תיאורהמגילהותוכנהפקסימילות,תעתיקותרגום(דפים(xxii-xix, ii /‏",,,,
DK509.3 .D47 1982,The Caucasus & The Western Steppe,,Материалы раскопок археологической экспедиции на Среднем Пруте: 1975-1976 гг,,,,
GT941 .D58 1989,European and Classical Antiquity,,Spätbronzezeitliche Frauentrachten in Griechenland: eine trachtenkundliche Untersuchung anhand der bildlichen Uberlieferung der Grabfunde und der schriftlichen Quellen,,,,
DS155 .B67 2017,Ancient Western Asia,,"Bordered places, bounded times: cross-disciplinary perspectives on Turkey",,,,
DK508.9.K78 O85 2006,The Caucasus & The Western Steppe,,От киммерийцев до крымчаков: народы Крыма с древнейших времен до конца ХVIII в,,,,
PJ1526.I33 I57 Suppl.:Heft 2 2009,Egypt & North Africa,,"""Habt Ehrfurcht vor der Gottheit NN"": die śnd̲-n-Hymnen in den ägyptischen Tempeln der griechisch-römischen Zeit",,,,
DK905 .A74 1978 Non-circulating,Central Asia & Siberia,2012-06-08T00:00:00.000000,Arkheologicheskie pami͡atniki Kazakhstana /,,,,
CJ335 .F7 1964,European and Classical Antiquity,,Die griechische Münze,,,,
G2230 .T5 1987,Egypt & North Africa,,The Times atlas of the Bible,,,,
DS72 .C73 2004. From the Library of David I. Owen,Ancient Western Asia,,Sumer and the Sumerians,,,,
DS741.3 .S6821,"China, South Asia, & East Asia",,Records of the Grand Historian,,,,
DT73.B44 O77 2016,Egypt & North Africa,,La tombe de Maiherperi (KV 36),,,,
NA5871.B37 H67 2015,The Caucasus & The Western Steppe,,Hoṙomos Monastery: art and history,,,,
CN415.M8 T36 2013,Ancient Western Asia,,Mysia'dan yeni epigrafik buluntular,,,,
NK7375.7.G4 L67 2015,The Caucasus & The Western Steppe,,ძველიქართულისამკაული= Ancient Georgian jewellery,,,,
CJ1229 .G77 1982,Ancient Western Asia,,Byzantine coins,,,,
DK508.95.P47 S56 1990,The Caucasus & The Western Steppe,,"Курган Переп""ятиха: до етнокультурної історії Дніпровського Лісостепового Правобережжя",,,,
DS69.1 .R4 1928 Bd.13-14,Ancient Western Asia,,Reallexikon der Assyriologie,,,,
P945.A2 G685 1930,Ancient Western Asia,,Verstreute Boghazköi-Texte,,,,
DS797.56.L583 L583 2016,"China, South Asia, & East Asia",,"溧阳神墩=Shendun site in Liyang,v",,,,
DK651.G4 O53 1980,The Caucasus & The Western Steppe,,"Архаический Торик, античный город на северо-востоке Понта",,,,
DS111.7 .D48 2017,Ancient Western Asia,,Zauber und Magie im antiken Palästina und in seiner Umwelt: Kolloquium des Deutschen Vereins zur Erforschung Palästinas vom 14,,,,
DS748.6 .W4 1947,"China, South Asia, & East Asia",,The Grand Empress Dowager Wên Ming and Northern Wei necropolis at Fang Shan,,,,
DS54.6 .K67 2017,Ancient Western Asia,,Die zyprischen Königtümer im Schatten der Grossreiche des vorderen Orients: Studien zu den zyprischen Monarchien vom 8,,,,
DJK24 .A75 v.44:no.3 (2016),Central Asia & Siberia,,"Archaeology, ethnology & anthropology of Eurasia, vol",,,,
PN2160 .C68 1931,European and Classical Antiquity,,Le théâtre à Byzance,,,,
PJ3126.B54 S89 2007,Ancient Western Asia,,Studies presented to Robert D,,,,
DS281 .W43 1996,Ancient Western Asia,,Das Reich der Achaimeniden: eine Bibliographie,,,,
CN410 .M37 2016,Ancient Western Asia,,"Epigraphische Forschungen in Bithynien, Paphlagonien, Galatien und Pontos",,,,
DK511.O75 S66 2008,The Caucasus & The Western Steppe,,Сокровища сарматских вождей: материалы раскопок Филипповских курганов = Treasures of Sarmatian rulers : materials of excavation of Fillipovka burial groud,,,,
BT23 .A37 1985,European and Classical Antiquity,,After Chalcedon: studies in theology and church history offered to Professor Albert Van Roey for his seventieth birthday,,,,
PA3341 .M66 1998,Egypt & North Africa,,Scripta selecta,,,,
BS2860.J7 G4 1951,European and Classical Antiquity,,Die Geschichte von Joseph dem Zimmermann,,,,
HD9539.C7 T946 1996,Ancient Western Asia,,The old Assyrian copper trade in Anatolia,,,,
DS797.88.X536 K84 2014,"China, South Asia, & East Asia",,跨湖桥独木舟遗址原址保护,,,,
PA6516 .E5 1971,European and Classical Antiquity,,Lives of famous men (de viris illustribus),,,,
CJ833 .B87 1987,European and Classical Antiquity,,Coinage in the Roman world,,,,
PJ1430 .E62 1961,Egypt & North Africa,,Ägyptisches Handwörterbuch,,,,
DS122.8 .A55 1964,Ancient Western Asia,,"The treasure of the Copper scroll: the opening and the decipherment of the most mysterious of the Dead Sea Scrolls, a unique inventory of buried treasure, with some of the results of a survey carried out on the treasure sites in the Holy Land",,,,
GN855.C6 A527 1962,Central Asia & Siberia,,Монгольский археологический сборник: посвящается славному XL-летию Монгольской Народной Республики,,,,
BS1505 .L4 1939,Ancient Western Asia,,The prophets tell their own story,,,,
PJ5421 .H355 2016,Ancient Western Asia,,"Basics of Classical Syriac: complete grammar, workbook, and lexicon",,,,
TN645.C5 L518 2012,"China, South Asia, & East Asia",,李京华考古文集,,,,
DF261.B7 A77 2017,The Caucasus & The Western Steppe,,Артефакты и сакральное в истории Боспора: коллективная монография,,,,
DK508.9.I25 P65 1997,The Caucasus & The Western Steppe,,Скифские курганы Утлюкского междуречья: в Северо-западном Приазовье,,,,
NA5943 .H6 1963,European and Classical Antiquity,,Early Byzantine churches in Macedonia and southern Serbia: a study of the origins and the initial development of East Christian art,,,,
BQ244.T8 B56 2016,"China, South Asia, & East Asia",,濱田德海蒐藏敦煌遺書,,,,
NB1043.3 .F455 1958,"China, South Asia, & East Asia",,四川邛崃唐代龙兴寺石刻,,,,
PJ1681.W4 B37 2017,Egypt & North Africa,,"Le récit du Papyrus Westcar: texte, traduction, interprétation",,,,
PJ1871 .L5 1983,Egypt & North Africa,,Late Egyptian wisdom literature in the international context: a study of demotic instructions,,,,
DS56 .R43 2012,Ancient Western Asia,,"(Re-)constructing funerary rituals in the ancient Near East: proceedings of the first international symposium of the Tübingen Post-Graduate School ""Symbols of the Dead"" in May 2009",,,,
BF1714.H5 R35 1967,"China, South Asia, & East Asia",,Fundamentals of astrology,,,,
P945.A2 G76339 2004,Ancient Western Asia,,Hethitische Texte in Transkription KBo 39,,,,
DS796.H832 X56 2015,"China, South Asia, & East Asia",,荥阳官庄遗址= Xingyang Guanzhuang site,,,,
NA1546.C46 W87 2013,"China, South Asia, & East Asia",,巫山大昌古镇=Dachang town in Wushan county,,,,
PA3339 .P34 t.24 1990,Egypt & North Africa,,Corpus des ordonnances des Ptolémées (C,,,,
DS115.9.J6 C66 2016,Ancient Western Asia,,A companion to Josephus,,,,
CC135 .D68 1970 Non-circulating,Cross-Cultural Studies & Other,2012-02-07T00:00:00.000000,Conservation in field archaeology /,,,,
DT62.O2 P45 2016,Egypt & North Africa,,"The Philae obelisk: tales from Egypt, Dorset and outer space",,,,
DA685.C8 H69 2004,European and Classical Antiquity,,"Roman and medieval Cripplegate, City of London: archaeological excavations, 1992-8",,,,
DS797.72.L55 L435 2015,"China, South Asia, & East Asia",,临朐白龙寺遗址发掘报告,,,,
CD5205 .A63 1979,Ancient Western Asia,,Habib Anavian collection: ancient Near Eastern cylinder and stamp seals from the early 6th millennium B,,,,
DS71 .P65 1999,Egypt & North Africa,,Ancient Mesopotamia: the Eden that never was,,,,
GN766 .B78 1978,Central Asia & Siberia,,"Искусство доклассового общeства: (пaлeолит, мезолит, неолит)",,,,
BM487 .A1 1961 v. 1-2. From the Library of David I. Owen,Ancient Western Asia,,Les grottes de Murabbaʻât,,,,
HE365.T94 C36 1977,Ancient Western Asia,,Das byzantinische Strassensystem in Kappadokien: mit 114 Abb,,,,
P945 .S65 Heft 32,Ancient Western Asia,,Das hurritische Epos der Freilassung I,,,,
DK508.3 .D819 1982,The Caucasus & The Western Steppe,,Дрeвнoсти Стeпнoгo Пoднeпрoвья: III-I тыс,,,,
DS54.95.P34 K369 2016,Ancient Western Asia,,Palaepaphos-Skales: tombs of the late Cypriote IIIB and Cypro-geometric periods (excavations of 2008 and 2011),,,,
CJ208 .C65 1988,European and Classical Antiquity,,Coins and the archaeologist,,,,
DK511.C37 V57 1980,The Caucasus & The Western Steppe,,"Врeмя, гoры, люди: книга очерков и краеведческих рeпoртажей",,,,
BF1674 .U6 1923,Ancient Western Asia,,Das wiedergefundene Paradies: (Mit 4 Abbildungen des Paradieses),,,,
DK511.U7 M395 1977 Non-circulating,The Caucasus & The Western Steppe,2008-07-26T00:00:00.000000,I͡Uzhnyĭ Ural v VII-XIV vv. /,,,,
DS110.J4 I58 2005,Ancient Western Asia,,"Tell es-Sultan--Jericho in the Context of the Jordan Valley: Site Management, Conservation, and Sustainable Development",,,,
TC416 .G74 2018,European and Classical Antiquity,,Great waterworks in Roman Greece: aqueducts and monumental fountain structures : function in context,,,,
DS558.A6 M3 1928,"China, South Asia, & East Asia",,"Guide archéologique aux temples d'Angkor: Angkor Vat, Angkor Thom et les monuments du petit et du grand circuit",,,,
NB91.C43 A57 1976,The Caucasus & The Western Steppe,,Античная скульптура Херсонеса,,,,
DS111.7 .A52 1993. From the Library of David I. Owen,Ancient Western Asia,,Ancient churches revealed,,,,
GN772.22.U38 D74 1977,The Caucasus & The Western Steppe,,Древности Поингулья,,,,
DS156.A7 A388 2015,Ancient Western Asia,,A terracotta treasure at Assos,,,,
DK34.S4 E73 1985,The Caucasus & The Western Steppe,,Скифские памятники Закавказья,,,,
DS798.9.O75 M66 2005,"China, South Asia, & East Asia",,Moğolistan'daki Türk anıtları projesi 2003 yılı çalışmaları,,,,
HC34 .C67 2005,Ancient Western Asia,,Prebende templari in età seleucide,,,,
DK511.C1 D65 1984 Non-circulating,The Caucasus & The Western Steppe,2013-01-16T00:00:00.000000,Drevni͡ai͡a khudozhestvennai͡a bronza Kavkaza v sobranii Gosudarstvennogo Ėrmitazha /,,,,
N7260 .P35 2003,"China, South Asia, & East Asia",,"Asian art at the Norton Simon Museum, v",,,,
NK7907 .G67 1973,Central Asia & Siberia,,Aнтичная худoжeствeнная брoнзa: кaтaлoг выставки,,,,
DK508.3 .N44 1977,The Caucasus & The Western Steppe,,Некоторые вопросы археологии Украины: сборник статей,,,,
GN803 .V67 1976,The Caucasus & The Western Steppe,,Восточная Европа в эпоху камня и бронзы: [Сборник статей],,,,
DF261.B7 Z28 2013,Central Asia & Siberia,,Боспорские фиасы: между полисом и монархией,,,,
CC136 .N38 1995 Non-circulating,Cross-Cultural Studies & Other,2012-09-04T00:00:00.000000,"Nationalism, politics, and the practice of archaeology /",,,,
N5330 .P4 1882,European and Classical Antiquity,,"Histoire de l'art dans l'antiquité, t",,,,
GN780.22.S55 R36 1984,The Caucasus & The Western Steppe,,Ранний железный век Северо-Западного Причерноморья,,,,
DF221.T5 D48 1971,European and Classical Antiquity,,"Tiryns: Forschungen und Berichte, Bd",,,,
N8193.C6 J34 1996,"China, South Asia, & East Asia",,A guide to the tomb and shrine art of the Han dynasty 206 B,,,,
BL1060 .R4395,Egypt & North Africa,,Religionsgeschichte des Alten Orients,,,,
N5771 .F75 1965,European and Classical Antiquity,,La Villa dei Misteri a Pompei,,,,
GN780.22.U38 T66 2007,The Caucasus & The Western Steppe,,Крым в эпоху бронзы,,,,
BR161 .M525 1963,Ancient Western Asia,,"Chronique de Michel le Syrien, Patriarche Jacobite d'Antioche (1166-1199), t",,,,
DT159.6.N83 B45 1988,Egypt & North Africa,,Eгиптяне в Нубии: III-II тысячелетия дo н,,,,
CB311 .C736 1988 Non-circulating,Cross-Cultural Studies & Other,2015-03-06T00:00:00.000000,The Collapse of ancient states and civilizations /,,,,
BL1671 .G37 2014,Ancient Western Asia,,Il poema di Baal di Ilumilku,,,,
DK34.S4 M37 1986,The Caucasus & The Western Steppe,,История и палеоантропология скифо-сибирского мира: учебное пособие,,,,
